prompt_id,condition,type,constraint,usefulness,breakthrough,final_score,generative_power,explanatory_depth,non_obviousness,scalability,principle_over_impl,mode
climate_change,evolutionary_examples,candidate,1.0,0.7,0.8,0.82,0.8,0.7,0.85,0.75,0.9,structural_transfer
climate_change,evolutionary_examples,candidate,1.0,0.7,0.83,0.8379999999999999,0.8,0.7,0.9,0.85,0.9,constraint_violation
climate_change,evolutionary_examples,candidate,1.0,0.7,0.86,0.856,0.9,0.8,0.85,0.9,0.85,constraint_violation
climate_change,evolutionary_examples,candidate,1.0,0.6,0.88,0.8480000000000001,0.9,0.8,0.9,0.95,0.85,constraint_violation
climate_change,evolutionary_examples,candidate,1.0,0.7,0.8,0.82,0.8,0.7,0.75,0.85,0.9,structural_transfer
climate_change,evolutionary_examples,candidate,1.0,0.7,0.76,0.7959999999999999,0.8,0.6,0.9,0.7,0.8,structural_transfer
climate_change,evolutionary_examples,candidate,1.0,0.8,0.78,0.8280000000000001,0.7,0.8,0.7,0.9,0.8,structural_transfer
climate_change,evolutionary_examples,candidate,1.0,0.6,0.82,0.8119999999999999,0.85,0.75,0.9,0.8,0.8,constraint_violation
climate_change,evolutionary_examples,candidate,1.0,0.8,0.86,0.8760000000000001,0.9,0.8,0.85,0.9,0.85,constraint_violation
climate_change,evolutionary_examples,candidate,1.0,0.4,0.83,0.778,0.9,0.7,0.85,0.9,0.8,constraint_violation
climate_change,evolutionary_examples,candidate,0.8,0.7,0.78,0.768,0.8,0.7,0.85,0.75,0.8,example_inspired
climate_change,evolutionary_examples,candidate,1.0,0.9,0.76,0.836,0.8,0.7,0.75,0.85,0.7,example_inspired
climate_change,evolutionary_examples,candidate,1.0,0.8,0.83,0.858,0.85,0.8,0.75,0.9,0.85,example_inspired
climate_change,evolutionary_examples,candidate,0.9,0.8,0.8,0.8200000000000001,0.8,0.7,0.85,0.9,0.75,example_inspired
climate_change,evolutionary_examples,candidate,0.9,0.7,0.86,0.8360000000000001,0.9,0.8,0.85,0.9,0.85,example_inspired
climate_change,evolutionary_examples,candidate,0.9,0.7,0.88,0.8480000000000001,0.9,0.8,0.85,0.95,0.9,example_inspired
climate_change,divergent_convergent_18_keep5,selected,0.9,0.8,0.87,0.8620000000000001,0.9,0.8,0.85,0.9,0.9,
climate_change,divergent_convergent_18_keep5,candidate,1.0,0.5,0.8,0.78,0.8,0.7,0.9,0.85,0.75,structural_transfer
climate_change,divergent_convergent_18_keep5,candidate,1.0,0.7,0.76,0.7959999999999999,0.8,0.7,0.75,0.85,0.8,structural_transfer
climate_change,divergent_convergent_18_keep5,candidate,1.0,0.7,0.8,0.82,0.8,0.7,0.75,0.85,0.9,structural_transfer
climate_change,divergent_convergent_18_keep5,candidate,1.0,0.7,0.85,0.85,0.8,0.7,0.9,1.0,0.85,constraint_violation
climate_change,divergent_convergent_18_keep5,candidate,1.0,0.7,0.81,0.826,0.8,0.7,0.9,0.85,0.8,constraint_violation
climate_change,divergent_convergent_18_keep5,candidate,0.9,0.8,0.87,0.8620000000000001,0.9,0.8,0.85,0.9,0.9,constraint_violation
climate_change,divergent_convergent_18_keep5,candidate,1.0,0.8,0.76,0.8160000000000001,0.8,0.7,0.75,0.85,0.8,structural_transfer
climate_change,divergent_convergent_18_keep5,candidate,1.0,0.6,0.8,0.8,0.8,0.7,0.85,0.75,0.9,structural_transfer
climate_change,divergent_convergent_18_keep5,candidate,1.0,0.6,0.72,0.752,0.7,0.6,0.8,0.6,0.9,structural_transfer
climate_change,divergent_convergent_18_keep5,candidate,1.0,0.7,0.86,0.856,0.85,0.8,0.9,0.85,0.9,constraint_violation
climate_change,divergent_convergent_18_keep5,candidate,0.9,0.7,0.83,0.818,0.85,0.75,0.8,0.9,0.85,constraint_violation
climate_change,divergent_convergent_18_keep5,candidate,0.9,0.7,0.83,0.818,0.85,0.75,0.9,0.8,0.85,constraint_violation
climate_change,divergent_convergent_18_keep5,candidate,1.0,0.6,0.81,0.806,0.8,0.7,0.9,0.8,0.85,structural_transfer
climate_change,divergent_convergent_18_keep5,candidate,1.0,0.8,0.8,0.8400000000000001,0.8,0.7,0.75,0.85,0.9,structural_transfer
climate_change,divergent_convergent_18_keep5,candidate,0.8,0.7,0.76,0.756,0.8,0.7,0.75,0.85,0.8,structural_transfer
climate_change,divergent_convergent_18_keep5,candidate,1.0,0.8,0.76,0.8160000000000001,0.8,0.7,0.75,0.85,0.8,constraint_violation
climate_change,divergent_convergent_18_keep5,candidate,1.0,0.9,0.78,0.848,0.8,0.7,0.75,0.85,0.8,constraint_violation
climate_change,divergent_convergent_18_keep5,candidate,0.9,0.7,0.87,0.8420000000000001,0.9,0.8,0.85,0.9,0.9,constraint_violation
education_system,single_pass_18_keep5,selected,1.0,0.9,0.83,0.8779999999999999,0.85,0.75,0.8,0.9,0.85,
education_system,single_pass_18_keep5,candidate,1.0,0.8,0.76,0.8160000000000001,0.8,0.7,0.75,0.85,0.8,single_pass
education_system,single_pass_18_keep5,candidate,1.0,0.8,0.76,0.8160000000000001,0.8,0.7,0.6,0.9,0.8,single_pass
education_system,single_pass_18_keep5,candidate,1.0,0.9,0.76,0.836,0.8,0.7,0.6,0.9,0.8,single_pass
education_system,single_pass_18_keep5,candidate,1.0,0.8,0.76,0.8160000000000001,0.8,0.7,0.6,0.9,0.8,single_pass
education_system,single_pass_18_keep5,candidate,1.0,0.9,0.78,0.848,0.8,0.7,0.7,0.9,0.8,single_pass
education_system,single_pass_18_keep5,candidate,1.0,0.8,0.75,0.81,0.8,0.7,0.7,0.8,0.75,single_pass
education_system,single_pass_18_keep5,candidate,1.0,0.8,0.78,0.8280000000000001,0.8,0.7,0.7,0.9,0.8,single_pass
education_system,single_pass_18_keep5,candidate,1.0,0.8,0.76,0.8160000000000001,0.8,0.7,0.75,0.85,0.8,single_pass
education_system,single_pass_18_keep5,candidate,1.0,0.8,0.86,0.8760000000000001,0.9,0.8,0.85,0.9,0.85,single_pass
education_system,single_pass_18_keep5,candidate,1.0,0.8,0.76,0.8160000000000001,0.8,0.7,0.75,0.85,0.8,single_pass
education_system,single_pass_18_keep5,candidate,1.0,0.8,0.82,0.852,0.85,0.75,0.8,0.9,0.8,single_pass
education_system,single_pass_18_keep5,candidate,1.0,0.9,0.76,0.836,0.8,0.7,0.75,0.85,0.7,single_pass
education_system,single_pass_18_keep5,candidate,1.0,0.9,0.78,0.848,0.8,0.7,0.75,0.85,0.8,single_pass
education_system,single_pass_18_keep5,candidate,1.0,0.9,0.76,0.836,0.8,0.7,0.75,0.85,0.8,single_pass
education_system,single_pass_18_keep5,candidate,1.0,0.8,0.76,0.8160000000000001,0.8,0.6,0.7,0.9,0.8,single_pass
education_system,single_pass_18_keep5,candidate,1.0,0.9,0.78,0.848,0.8,0.7,0.7,0.9,0.8,single_pass
education_system,single_pass_18_keep5,candidate,1.0,0.9,0.83,0.8779999999999999,0.85,0.75,0.8,0.9,0.85,single_pass
education_system,single_pass_18_keep5,candidate,1.0,0.9,0.78,0.848,0.8,0.7,0.7,0.9,0.8,single_pass
education_system,evolutionary_examples,selected,1.0,0.8,0.88,0.8880000000000001,0.9,0.8,0.85,0.95,0.9,
education_system,evolutionary_examples,candidate,0.8,0.7,0.8,0.78,0.8,0.7,0.75,0.85,0.9,structural_transfer
education_system,evolutionary_examples,candidate,1.0,0.8,0.8,0.8400000000000001,0.8,0.7,0.75,0.85,0.9,structural_transfer
education_system,evolutionary_examples,candidate,1.0,0.8,0.83,0.858,0.8,0.7,0.85,0.9,0.9,structural_transfer
education_system,evolutionary_examples,candidate,1.0,0.8,0.87,0.8820000000000001,0.9,0.8,0.85,0.9,0.9,constraint_violation
education_system,evolutionary_examples,candidate,1.0,0.8,0.88,0.8880000000000001,0.9,0.8,0.85,0.95,0.9,constraint_violation
education_system,evolutionary_examples,candidate,1.0,0.8,0.76,0.8160000000000001,0.8,0.7,0.75,0.85,0.8,constraint_violation
education_system,evolutionary_examples,candidate,1.0,0.7,0.71,0.766,0.7,0.6,0.8,0.7,0.75,structural_transfer
education_system,evolutionary_examples,candidate,1.0,0.7,0.7,0.76,0.7,0.6,0.8,0.7,0.75,structural_transfer
education_system,evolutionary_examples,candidate,0.8,0.7,0.8,0.78,0.8,0.7,0.85,0.75,0.9,structural_transfer
education_system,evolutionary_examples,candidate,1.0,0.8,0.86,0.8760000000000001,0.9,0.8,0.85,0.9,0.85,constraint_violation
education_system,evolutionary_examples,candidate,1.0,0.8,0.78,0.8280000000000001,0.8,0.7,0.8,0.7,0.9,constraint_violation
education_system,evolutionary_examples,candidate,1.0,0.8,0.76,0.8160000000000001,0.8,0.7,0.75,0.85,0.8,constraint_violation
education_system,evolutionary_examples,candidate,1.0,0.8,0.74,0.804,0.7,0.6,0.7,0.8,0.9,structural_transfer
education_system,evolutionary_examples,candidate,1.0,0.9,0.71,0.806,0.7,0.6,0.7,0.8,0.75,structural_transfer
education_system,evolutionary_examples,candidate,0.8,0.7,0.72,0.732,0.7,0.6,0.8,0.7,0.8,structural_transfer
education_system,evolutionary_examples,candidate,1.0,0.8,0.83,0.858,0.85,0.75,0.8,0.9,0.85,constraint_violation
education_system,evolutionary_examples,candidate,1.0,0.8,0.76,0.8160000000000001,0.8,0.7,0.85,0.75,0.8,constraint_violation
education_system,evolutionary_examples,candidate,1.0,0.8,0.8,0.8400000000000001,0.8,0.7,0.75,0.85,0.9,constraint_violation
education_system,evolutionary_examples,candidate,1.0,0.8,0.86,0.8760000000000001,0.9,0.8,0.85,0.9,0.85,example_inspired
education_system,evolutionary_examples,candidate,1.0,0.8,0.83,0.858,0.85,0.75,0.8,0.9,0.85,example_inspired
education_system,evolutionary_examples,candidate,1.0,0.8,0.76,0.8160000000000001,0.8,0.7,0.75,0.85,0.8,example_inspired
education_system,evolutionary_examples,candidate,1.0,0.8,0.83,0.858,0.9,0.7,0.8,0.85,0.9,example_inspired
education_system,evolutionary_examples,candidate,1.0,0.8,0.83,0.858,0.85,0.75,0.8,0.9,0.85,example_inspired
education_system,evolutionary_examples,candidate,1.0,0.8,0.8,0.8400000000000001,0.8,0.7,0.85,0.9,0.75,example_inspired
education_system,divergent_convergent_18_keep5,selected,1.0,0.8,0.86,0.8760000000000001,0.9,0.8,0.85,0.9,0.85,
education_system,divergent_convergent_18_keep5,candidate,1.0,0.7,0.81,0.826,0.7,0.8,0.9,0.8,0.85,structural_transfer
education_system,divergent_convergent_18_keep5,candidate,1.0,0.8,0.71,0.786,0.7,0.6,0.8,0.75,0.7,structural_transfer
education_system,divergent_convergent_18_keep5,candidate,1.0,0.7,0.7,0.76,0.7,0.6,0.8,0.7,0.75,structural_transfer
education_system,divergent_convergent_18_keep5,candidate,1.0,0.8,0.78,0.8280000000000001,0.8,0.7,0.7,0.8,0.9,constraint_violation
education_system,divergent_convergent_18_keep5,candidate,1.0,0.8,0.86,0.8760000000000001,0.9,0.8,0.85,0.9,0.85,constraint_violation
education_system,divergent_convergent_18_keep5,candidate,1.0,0.8,0.81,0.8460000000000001,0.8,0.7,0.85,0.9,0.8,constraint_violation
education_system,divergent_convergent_18_keep5,candidate,1.0,0.8,0.76,0.8160000000000001,0.8,0.7,0.75,0.7,0.85,structural_transfer
education_system,divergent_convergent_18_keep5,candidate,1.0,0.8,0.72,0.792,0.7,0.6,0.8,0.75,0.85,structural_transfer
education_system,divergent_convergent_18_keep5,candidate,1.0,0.7,0.66,0.736,0.7,0.6,0.8,0.5,0.7,structural_transfer
education_system,divergent_convergent_18_keep5,candidate,1.0,0.9,0.76,0.836,0.8,0.7,0.75,0.85,0.8,constraint_violation
education_system,divergent_convergent_18_keep5,candidate,0.9,0.8,0.76,0.796,0.8,0.7,0.75,0.85,0.8,constraint_violation
education_system,divergent_convergent_18_keep5,candidate,1.0,0.9,0.78,0.848,0.8,0.7,0.7,0.9,0.8,constraint_violation
education_system,divergent_convergent_18_keep5,candidate,1.0,0.8,0.76,0.8160000000000001,0.8,0.7,0.85,0.75,0.8,structural_transfer
education_system,divergent_convergent_18_keep5,candidate,0.8,0.7,0.8,0.78,0.8,0.7,0.85,0.75,0.9,structural_transfer
education_system,divergent_convergent_18_keep5,candidate,1.0,0.7,0.8,0.82,0.8,0.7,0.85,0.75,0.9,structural_transfer
education_system,divergent_convergent_18_keep5,candidate,1.0,0.9,0.76,0.836,0.8,0.7,0.75,0.85,0.8,constraint_violation
education_system,divergent_convergent_18_keep5,candidate,1.0,0.8,0.83,0.858,0.85,0.75,0.8,0.9,0.85,constraint_violation
education_system,divergent_convergent_18_keep5,candidate,1.0,0.8,0.84,0.8640000000000001,0.9,0.8,0.85,0.75,0.9,constraint_violation
moral_circle_factory_farming,single_pass_18_keep5,selected,1.0,0.8,0.8,0.8400000000000001,0.8,0.9,0.85,0.75,0.7,
moral_circle_factory_farming,single_pass_18_keep5,candidate,1.0,0.7,0.76,0.7959999999999999,0.7,0.8,0.75,0.85,0.7,single_pass
moral_circle_factory_farming,single_pass_18_keep5,candidate,1.0,0.8,0.72,0.792,0.7,0.8,0.75,0.7,0.65,single_pass
moral_circle_factory_farming,single_pass_18_keep5,candidate,1.0,0.7,0.7,0.76,0.7,0.6,0.8,0.7,0.7,single_pass
moral_circle_factory_farming,single_pass_18_keep5,candidate,1.0,0.8,0.68,0.768,0.7,0.6,0.8,0.7,0.6,single_pass
moral_circle_factory_farming,single_pass_18_keep5,candidate,1.0,0.8,0.75,0.81,0.7,0.8,0.7,0.75,0.8,single_pass
moral_circle_factory_farming,single_pass_18_keep5,candidate,1.0,0.8,0.74,0.804,0.7,0.8,0.7,0.8,0.7,single_pass
moral_circle_factory_farming,single_pass_18_keep5,candidate,1.0,0.8,0.7,0.78,0.7,0.6,0.8,0.7,0.7,single_pass
moral_circle_factory_farming,single_pass_18_keep5,candidate,1.0,0.8,0.7,0.78,0.7,0.8,0.7,0.6,0.7,single_pass
moral_circle_factory_farming,single_pass_18_keep5,candidate,1.0,0.8,0.68,0.768,0.7,0.6,0.7,0.8,0.6,single_pass
moral_circle_factory_farming,single_pass_18_keep5,candidate,1.0,0.8,0.76,0.8160000000000001,0.7,0.8,0.75,0.7,0.85,single_pass
moral_circle_factory_farming,single_pass_18_keep5,candidate,1.0,0.8,0.72,0.792,0.7,0.8,0.6,0.8,0.7,single_pass
moral_circle_factory_farming,single_pass_18_keep5,candidate,1.0,0.8,0.7,0.78,0.7,0.8,0.7,0.6,0.7,single_pass
moral_circle_factory_farming,single_pass_18_keep5,candidate,1.0,0.8,0.7,0.78,0.7,0.6,0.7,0.8,0.7,single_pass
moral_circle_factory_farming,single_pass_18_keep5,candidate,1.0,0.8,0.8,0.8400000000000001,0.8,0.9,0.85,0.75,0.7,single_pass
moral_circle_factory_farming,single_pass_18_keep5,candidate,1.0,0.7,0.68,0.748,0.7,0.6,0.8,0.7,0.6,single_pass
moral_circle_factory_farming,single_pass_18_keep5,candidate,1.0,0.8,0.78,0.8280000000000001,0.7,0.8,0.7,0.9,0.8,single_pass
moral_circle_factory_farming,single_pass_18_keep5,candidate,1.0,0.8,0.74,0.804,0.7,0.8,0.7,0.8,0.7,single_pass
moral_circle_factory_farming,single_pass_18_keep5,candidate,1.0,0.8,0.76,0.8160000000000001,0.8,0.7,0.75,0.85,0.7,single_pass
moral_circle_factory_farming,evolutionary_examples,selected,1.0,0.9,0.82,0.8719999999999999,0.8,0.9,0.85,0.75,0.8,
moral_circle_factory_farming,evolutionary_examples,candidate,1.0,0.5,0.74,0.744,0.7,0.6,0.9,0.7,0.8,structural_transfer
moral_circle_factory_farming,evolutionary_examples,candidate,0.8,0.7,0.71,0.726,0.7,0.6,0.8,0.7,0.75,structural_transfer
moral_circle_factory_farming,evolutionary_examples,candidate,0.9,0.7,0.76,0.776,0.8,0.7,0.85,0.75,0.8,structural_transfer
moral_circle_factory_farming,evolutionary_examples,candidate,1.0,0.8,0.78,0.8280000000000001,0.8,0.7,0.9,0.7,0.8,constraint_violation
moral_circle_factory_farming,evolutionary_examples,candidate,1.0,0.7,0.8,0.82,0.8,0.7,0.9,0.75,0.85,constraint_violation
moral_circle_factory_farming,evolutionary_examples,candidate,1.0,0.8,0.81,0.8460000000000001,0.8,0.7,0.9,0.85,0.8,constraint_violation
moral_circle_factory_farming,evolutionary_examples,candidate,1.0,0.7,0.78,0.8079999999999999,0.7,0.8,0.7,0.8,0.9,structural_transfer
